Nr		,t`s,Ch 00`V,Ch 01`V,Ch 02`V
2882		,1.440500,-3.140507,0.194300,-0.231005
2883		,1.441000,-3.155161,0.194670,-0.233516
2884		,1.441500,-3.147753,0.196811,-0.235834
2885		,1.442000,-3.105884,0.198566,-0.236768
2886		,1.442500,-2.955958,0.200418,-0.233677
2887		,1.443000,-3.029874,0.201883,-0.229074
2888		,1.443500,-3.148881,0.203621,-0.231810
2889		,1.444000,-3.158221,0.205908,-0.234547
2890		,1.444500,-3.161763,0.206841,-0.236961
2891		,1.445000,-3.153390,0.208017,-0.238281
2892		,1.445500,-3.088653,0.208580,-0.238249
2893		,1.446000,-2.904427,0.209192,-0.233066
2894		,1.446500,-3.027781,0.209015,-0.228913
2895		,1.447000,-3.126657,0.208419,-0.230780
2896		,1.447500,-3.135192,0.207904,-0.232615
2897		,1.448000,-3.143727,0.206455,-0.233870
2898		,1.448500,-3.123759,0.205167,-0.234611
2899		,1.449000,-3.045656,0.202285,-0.233162
2900		,1.449500,-2.877695,0.200305,-0.226788
2901		,1.450000,-3.111520,0.198614,-0.226853
2902		,1.450500,-3.143405,0.198421,-0.229653
2903		,1.451000,-3.153712,0.199146,-0.232422
2904		,1.451500,-3.146626,0.199548,-0.233710
2905		,1.452000,-3.103307,0.200997,-0.234450
2906		,1.452500,-2.952094,0.202124,-0.231134
2907		,1.453000,-3.025848,0.203171,-0.226853
2908		,1.453500,-3.148397,0.204845,-0.229235
2909		,1.454000,-3.156288,0.206181,-0.232357
2910		,1.454500,-3.162247,0.207695,-0.235480
2911		,1.455000,-3.149525,0.208081,-0.237186
2912		,1.455500,-3.085915,0.209224,-0.236639
2913		,1.456000,-2.904749,0.208999,-0.231231
2914		,1.456500,-3.032451,0.208500,-0.227657
2915		,1.457000,-3.127785,0.207550,-0.229621
2916		,1.457500,-3.135998,0.206423,-0.231778
2917		,1.458000,-3.143566,0.204845,-0.233710
2918		,1.458500,-3.124242,0.202350,-0.234482
2919		,1.459000,-3.044207,0.200144,-0.233420
2920		,1.459500,-2.874313,0.196489,-0.226466
2921		,1.460000,-3.112486,0.195089,-0.227014
2922		,1.460500,-3.141956,0.195185,-0.230233
2923		,1.461000,-3.155161,0.195797,-0.232712
2924		,1.461500,-3.143566,0.195749,-0.235158
2925		,1.462000,-3.104273,0.197181,-0.235416
2926		,1.462500,-2.951127,0.198936,-0.232454
2927		,1.463000,-3.005397,0.200257,-0.227496
2928		,1.463500,-3.150330,0.201850,-0.230394
2929		,1.464000,-3.157577,0.203348,-0.232905
2930		,1.464500,-3.161602,0.204298,-0.235899
2931		,1.465000,-3.149686,0.205473,-0.237605
2932		,1.465500,-3.083822,0.206857,-0.236929
2933		,1.466000,-2.902977,0.207453,-0.231231
2934		,1.466500,-3.041308,0.207260,-0.227754
2935		,1.467000,-3.127463,0.206632,-0.229911
2936		,1.467500,-3.139701,0.205586,-0.231424
2937		,1.468000,-3.144855,0.204104,-0.233645
2938		,1.468500,-3.122793,0.202398,-0.234321
2939		,1.469000,-3.042918,0.200015,-0.232390
2940		,1.469500,-2.875440,0.198486,-0.225404
2941		,1.470000,-3.111037,0.197278,-0.225533
2942		,1.470500,-3.140990,0.197407,-0.228462
2943		,1.471000,-3.158060,0.197407,-0.231553
2944		,1.471500,-3.145982,0.199613,-0.233323
2945		,1.472000,-3.104756,0.200740,-0.233935
2946		,1.472500,-2.944042,0.201802,-0.230104
2947		,1.473000,-2.997345,0.202961,-0.225565
2948		,1.473500,-3.150974,0.204201,-0.228012
2949		,1.474000,-3.156449,0.204958,-0.231199
2950		,1.474500,-3.164823,0.206149,-0.233130
2951		,1.475000,-3.149364,0.207115,-0.235126
2952		,1.475500,-3.081889,0.207340,-0.234579
2953		,1.476000,-2.902655,0.208306,-0.228527
2954		,1.476500,-3.050648,0.207872,-0.225211
2955		,1.477000,-3.129073,0.207276,-0.227046
2956		,1.477500,-3.139218,0.206052,-0.229331
2957		,1.478000,-3.144210,0.204732,-0.230941
2958		,1.478500,-3.121021,0.202317,-0.232068
2959		,1.479000,-3.037443,0.200257,-0.230877
2960		,1.479500,-2.874474,0.197664,-0.223666
2961		,1.480000,-3.112164,0.196135,-0.224149
2962		,1.480500,-3.142278,0.196682,-0.227078
2963		,1.481000,-3.157899,0.198003,-0.230523
2964		,1.481500,-3.145821,0.198759,-0.233259
2965		,1.482000,-3.102341,0.200160,-0.234064
2966		,1.482500,-2.941948,0.201641,-0.231231
2967		,1.483000,-2.998472,0.202655,-0.226273
2968		,1.483500,-3.149525,0.204346,-0.229042
2969		,1.484000,-3.156127,0.205457,-0.232261
2970		,1.484500,-3.167239,0.205908,-0.235094
2971		,1.485000,-3.150330,0.206358,-0.236381
2972		,1.485500,-3.081889,0.206777,-0.236349
2973		,1.486000,-2.903622,0.206713,-0.230716
2974		,1.486500,-3.059988,0.207131,-0.227110
2975		,1.487000,-3.127624,0.206455,-0.229299
2976		,1.487500,-3.136481,0.205247,-0.231005
2977		,1.488000,-3.141956,0.203557,-0.233130
2978		,1.488500,-3.119250,0.202333,-0.234128
2979		,1.489000,-3.036155,0.199757,-0.232873
2980		,1.489500,-2.872864,0.197858,-0.225887
2981		,1.490000,-3.111198,0.197246,-0.225662
2982		,1.490500,-3.140507,0.198067,-0.228688
2983		,1.491000,-3.159348,0.197938,-0.231649
2984		,1.491500,-3.144694,0.199854,-0.233742
2985		,1.492000,-3.099281,0.201158,-0.234482
2986		,1.492500,-2.936312,0.202253,-0.230683
2987		,1.493000,-2.995412,0.203525,-0.226402
2988		,1.493500,-3.153551,0.205199,-0.228494
2989		,1.494000,-3.155483,0.206680,-0.231778
2990		,1.494500,-3.164662,0.208323,-0.233967
2991		,1.495000,-3.147592,0.208596,-0.235673
2992		,1.495500,-3.076575,0.209111,-0.234997
2993		,1.496000,-2.901045,0.209369,-0.229718
2994		,1.496500,-3.069811,0.209369,-0.226112
2995		,1.497000,-3.130361,0.208306,-0.227303
2996		,1.497500,-3.138574,0.207035,-0.229557
2997		,1.498000,-3.143727,0.205247,-0.230973
2998		,1.498500,-3.122148,0.203251,-0.231842
2999		,1.499000,-3.029552,0.201625,-0.230458
3000		,1.499500,-2.872864,0.198260,-0.223408
3001		,1.500000,-3.116029,0.197342,-0.223859
3002		,1.500500,-3.143244,0.197471,-0.226305
3003		,1.501000,-3.160314,0.197986,-0.229428
3004		,1.501500,-3.142922,0.199001,-0.231681
3005		,1.502000,-3.100408,0.200321,-0.232744
3006		,1.502500,-2.935507,0.202076,-0.229460
3007		,1.503000,-3.022306,0.203251,-0.225211
3008		,1.503500,-3.154839,0.204829,-0.227818
3009		,1.504000,-3.157093,0.206069,-0.230490
3010		,1.504500,-3.168044,0.206954,-0.233033
3011		,1.505000,-3.149525,0.207357,-0.235029
3012		,1.505500,-3.073998,0.207646,-0.234643
3013		,1.506000,-2.900562,0.208049,-0.229106
3014		,1.506500,-3.073193,0.207759,-0.226080
3015		,1.507000,-3.126657,0.207115,-0.228237
3016		,1.507500,-3.137769,0.205875,-0.229653
3017		,1.508000,-3.144371,0.204088,-0.231263
3018		,1.508500,-3.121665,0.202205,-0.232518
3019		,1.509000,-3.031968,0.199291,-0.230973
3020		,1.509500,-2.892349,0.198035,-0.225018
3021		,1.510000,-3.116995,0.196473,-0.225565
3022		,1.510500,-3.140829,0.196264,-0.228301
3023		,1.511000,-3.157254,0.196988,-0.230619
3024		,1.511500,-3.144855,0.198051,-0.232486
3025		,1.512000,-3.098637,0.199130,-0.233420
3026		,1.512500,-2.929065,0.200691,-0.230007
3027		,1.513000,-3.026170,0.202398,-0.225790
3028		,1.513500,-3.152423,0.204265,-0.228205
3029		,1.514000,-3.156771,0.205505,-0.231649
3030		,1.514500,-3.167883,0.206922,-0.233774
3031		,1.515000,-3.146304,0.207791,-0.235351
3032		,1.515500,-3.074320,0.207646,-0.234643
3033		,1.516000,-2.898951,0.208033,-0.228688
3034		,1.516500,-3.077702,0.208081,-0.225694
3035		,1.517000,-3.128268,0.207453,-0.227175
3036		,1.517500,-3.139701,0.206519,-0.229267
3037		,1.518000,-3.143888,0.205296,-0.231005
3038		,1.518500,-3.120216,0.203074,-0.231231
3039		,1.519000,-3.026976,0.200530,-0.229525
3040		,1.519500,-2.954026,0.196795,-0.222829
3041		,1.520000,-3.120538,0.196731,-0.223440
3042		,1.520500,-3.142600,0.197117,-0.226209
3043		,1.521000,-3.156449,0.196698,-0.228720
3044		,1.521500,-3.145821,0.198341,-0.230683
3045		,1.522000,-3.097993,0.200096,-0.231231
3046		,1.522500,-2.927133,0.201367,-0.227271
3047		,1.523000,-3.053869,0.202688,-0.223505
3048		,1.523500,-3.155483,0.204056,-0.226080
3049		,1.524000,-3.157093,0.205875,-0.229138
3050		,1.524500,-3.167722,0.206729,-0.231585
3051		,1.525000,-3.150330,0.208017,-0.232937
3052		,1.525500,-3.075770,0.208661,-0.232293
3053		,1.526000,-2.900079,0.208838,-0.226949
3054		,1.526500,-3.075931,0.208628,-0.223730
3055		,1.527000,-3.131005,0.207840,-0.226080
3056		,1.527500,-3.138735,0.206680,-0.227915
3057		,1.528000,-3.143405,0.204942,-0.230136
3058		,1.528500,-3.117639,0.203251,-0.231102
3059		,1.529000,-3.023433,0.200369,-0.229331
3060		,1.529500,-2.999599,0.199661,-0.223408
3061		,1.530000,-3.122793,0.197117,-0.224084
3062		,1.530500,-3.143727,0.197262,-0.227014
3063		,1.531000,-3.153390,0.197986,-0.229782
3064		,1.531500,-3.143566,0.198566,-0.231939
3065		,1.532000,-3.096060,0.199291,-0.231875
3066		,1.532500,-2.920208,0.200369,-0.228108
3067		,1.533000,-3.059505,0.201190,-0.224631
3068		,1.533500,-3.156932,0.202382,-0.227561
3069		,1.534000,-3.155161,0.203557,-0.230716
3070		,1.534500,-3.166595,0.204330,-0.232873
3071		,1.535000,-3.146304,0.205473,-0.234192
3072		,1.535500,-3.070456,0.206648,-0.233838
3073		,1.536000,-2.898307,0.207469,-0.227593
3074		,1.536500,-3.073193,0.207807,-0.224986
3075		,1.537000,-3.128590,0.207115,-0.226627
3076		,1.537500,-3.138574,0.205569,-0.229267
3077		,1.538000,-3.143888,0.204120,-0.230716
3078		,1.538500,-3.120699,0.202543,-0.230812
3079		,1.539000,-3.023433,0.200723,-0.229170
3080		,1.539500,-3.060149,0.196779,-0.222796
3081		,1.540000,-3.123598,0.196312,-0.223312
3082		,1.540500,-3.144049,0.196924,-0.226402
3083		,1.541000,-3.154195,0.198083,-0.229170
3084		,1.541500,-3.142761,0.198985,-0.231231
3085		,1.542000,-3.096866,0.200836,-0.231199
3086		,1.542500,-2.920691,0.202527,-0.227142
3087		,1.543000,-3.069167,0.204587,-0.223151
3088		,1.543500,-3.157415,0.205859,-0.226209
3089		,1.544000,-3.158865,0.206696,-0.228688
3090		,1.544500,-3.165467,0.207228,-0.231295
3091		,1.545000,-3.147592,0.207920,-0.232840
3092		,1.545500,-3.069972,0.209192,-0.232100
3093		,1.546000,-2.896214,0.209337,-0.225887
3094		,1.546500,-3.068201,0.208838,-0.222700
3095		,1.547000,-3.129073,0.208033,-0.224889
3096		,1.547500,-3.140829,0.207051,-0.226981
3097		,1.548000,-3.145016,0.205521,-0.228688
3098		,1.548500,-3.118283,0.203863,-0.229879
3099		,1.549000,-3.021178,0.201013,-0.227947
3100		,1.549500,-3.085110,0.200144,-0.221799
3101		,1.550000,-3.124081,0.198308,-0.222088
3102		,1.550500,-3.144855,0.197922,-0.225018
3103		,1.551000,-3.153229,0.198325,-0.227818
3104		,1.551500,-3.143405,0.199548,-0.229911
3105		,1.552000,-3.095577,0.200675,-0.230973
3106		,1.552500,-2.916021,0.201496,-0.226595
3107		,1.553000,-3.075609,0.202527,-0.223794
3108		,1.553500,-3.155322,0.203911,-0.226048
3109		,1.554000,-3.155805,0.204620,-0.229525
3110		,1.554500,-3.163696,0.205473,-0.231714
3111		,1.555000,-3.145499,0.206036,-0.233259
3112		,1.555500,-3.066591,0.205940,-0.232518
3113		,1.556000,-2.897663,0.206326,-0.226241
3114		,1.556500,-3.066752,0.205988,-0.223988
3115		,1.557000,-3.129878,0.205183,-0.225694
3116		,1.557500,-3.141312,0.203782,-0.227818
3117		,1.558000,-3.144371,0.202446,-0.228849
3118		,1.558500,-3.116190,0.200240,-0.230329
3119		,1.559000,-3.012804,0.198003,-0.228237
3120		,1.559500,-3.086559,0.196232,-0.221605
3121		,1.560000,-3.125691,0.195008,-0.222120
3122		,1.560500,-3.145338,0.195475,-0.225146
3123		,1.561000,-3.153551,0.196215,-0.228559
3124		,1.561500,-3.142600,0.197423,-0.230297
3125		,1.562000,-3.091551,0.199049,-0.230587
3126		,1.562500,-2.912317,0.200788,-0.226273
3127		,1.563000,-3.065463,0.202317,-0.222378
3128		,1.563500,-3.156932,0.204104,-0.225211
3129		,1.564000,-3.157093,0.205618,-0.228333
3130		,1.564500,-3.162730,0.206696,-0.230426
3131		,1.565000,-3.147753,0.208097,-0.231778
3132		,1.565500,-3.067235,0.208838,-0.230748
3133		,1.566000,-2.897341,0.208580,-0.224438
3134		,1.566500,-3.063853,0.208548,-0.222185
3135		,1.567000,-3.129878,0.207823,-0.223601
3136		,1.567500,-3.141312,0.206310,-0.225501
3137		,1.568000,-3.143083,0.204571,-0.227593
3138		,1.568500,-3.116351,0.202494,-0.227883
3139		,1.569000,-3.014576,0.200079,-0.226112
3140		,1.569500,-3.079313,0.197552,-0.219835
3141		,1.570000,-3.125530,0.197600,-0.220060
3142		,1.570500,-3.145982,0.197729,-0.222700
3143		,1.571000,-3.154517,0.198099,-0.225790
3144		,1.571500,-3.143244,0.199146,-0.228076
3145		,1.572000,-3.090746,0.200369,-0.228205
3146		,1.572500,-2.910546,0.201609,-0.224309
3147		,1.573000,-3.066108,0.203010,-0.220865
3148		,1.573500,-3.159026,0.204781,-0.223633
3149		,1.574000,-3.157899,0.206197,-0.226724
3150		,1.574500,-3.160958,0.207244,-0.229428
3151		,1.575000,-3.145821,0.207840,-0.231456
3152		,1.575500,-3.063370,0.208789,-0.231134
3153		,1.576000,-2.895892,0.208950,-0.225114
3154		,1.576500,-3.067396,0.208081,-0.223215
3155		,1.577000,-3.131327,0.207228,-0.225050
3156		,1.577500,-3.142600,0.206069,-0.226788
3157		,1.578000,-3.144210,0.203959,-0.228784
3158		,1.578500,-3.116673,0.201271,-0.229396
3159		,1.579000,-3.009423,0.198389,-0.227593
3160		,1.579500,-3.028103,0.195990,-0.221702
3161		,1.580000,-3.125208,0.194783,-0.222475
3162		,1.580500,-3.145982,0.195394,-0.225114
3163		,1.581000,-3.158704,0.196071,-0.228044
3164		,1.581500,-3.141634,0.196876,-0.229750
3165		,1.582000,-3.089619,0.198453,-0.230651
3166		,1.582500,-2.909902,0.200579,-0.226048
3167		,1.583000,-3.053064,0.202623,-0.223344
3168		,1.583500,-3.160475,0.204362,-0.225211
3169		,1.584000,-3.158704,0.205875,-0.228688
3170		,1.584500,-3.163374,0.207534,-0.231166
3171		,1.585000,-3.145177,0.208548,-0.232679
3172		,1.585500,-3.060149,0.208886,-0.231617
3173		,1.586000,-2.894120,0.209047,-0.224953
3174		,1.586500,-3.069972,0.208709,-0.222893
3175		,1.587000,-3.129878,0.208033,-0.224567
3176		,1.587500,-3.140507,0.207099,-0.226402
3177		,1.588000,-3.142761,0.205795,-0.227786
3178		,1.588500,-3.115868,0.203895,-0.228333
3179		,1.589000,-3.008134,0.201174,-0.226144
3180		,1.589500,-3.008617,0.198904,-0.219996
3181		,1.590000,-3.127463,0.198727,-0.220994
3182		,1.590500,-3.147109,0.198872,-0.223118
3183		,1.591000,-3.157738,0.199210,-0.226144
3184		,1.591500,-3.140990,0.200514,-0.227979
3185		,1.592000,-3.087686,0.201561,-0.228430
3186		,1.592500,-2.910224,0.202897,-0.224084
3187		,1.593000,-3.053547,0.204298,-0.220736
3188		,1.593500,-3.156288,0.205924,-0.223472
3189		,1.594000,-3.158865,0.206841,-0.225951
3190		,1.594500,-3.163535,0.207711,-0.228494
3191		,1.595000,-3.144694,0.208516,-0.230201
3192		,1.595500,-3.056123,0.209321,-0.229621
3193		,1.596000,-2.894442,0.209095,-0.223408
3194		,1.596500,-3.073998,0.209063,-0.221638
3195		,1.597000,-3.130844,0.207872,-0.223923
3196		,1.597500,-3.142600,0.205747,-0.225179
3197		,1.598000,-3.144533,0.204330,-0.226531
3198		,1.598500,-3.115385,0.201899,-0.227400
3199		,1.599000,-3.005075,0.199033,-0.225629
3200		,1.599500,-2.943881,0.196650,-0.219642
3201		,1.600000,-3.127463,0.195121,-0.221187
3202		,1.600500,-3.146143,0.195491,-0.224181
3203		,1.601000,-3.158704,0.196280,-0.226499
3204		,1.601500,-3.142278,0.197503,-0.228462
3205		,1.602000,-3.087686,0.199033,-0.228945
3206		,1.602500,-2.910063,0.200514,-0.224792
3207		,1.603000,-3.046139,0.201738,-0.222281
3208		,1.603500,-3.159187,0.203428,-0.225018
3209		,1.604000,-3.158865,0.204620,-0.228173
3210		,1.604500,-3.163857,0.205682,-0.230329
3211		,1.605000,-3.144371,0.206519,-0.231875
3212		,1.605500,-3.058700,0.207212,-0.231005
3213		,1.606000,-2.892832,0.208033,-0.224438
3214		,1.606500,-3.081406,0.207582,-0.222571
3215		,1.607000,-3.132294,0.207292,-0.224921
3216		,1.607500,-3.143566,0.206133,-0.226338
3217		,1.608000,-3.144049,0.204281,-0.228012
3218		,1.608500,-3.112808,0.202511,-0.228430
3219		,1.609000,-2.998311,0.199886,-0.226241
3220		,1.609500,-2.933091,0.197681,-0.219320
3221		,1.610000,-3.126335,0.197487,-0.220833
3222		,1.610500,-3.145660,0.197954,-0.223505
3223		,1.611000,-3.160314,0.198695,-0.226016
3224		,1.611500,-3.140990,0.200047,-0.227754
3225		,1.612000,-3.084305,0.201223,-0.227657
3226		,1.612500,-2.908131,0.202672,-0.223279
3227		,1.613000,-3.045012,0.203943,-0.220189
3228		,1.613500,-3.158060,0.204990,-0.223086
3229		,1.614000,-3.158704,0.205875,-0.225855
3230		,1.614500,-3.161602,0.206841,-0.228301
3231		,1.615000,-3.143083,0.207823,-0.229653
3232		,1.615500,-3.052741,0.208290,-0.227947
3233		,1.616000,-2.892510,0.208162,-0.221477
3234		,1.616500,-3.084144,0.207646,-0.219867
3235		,1.617000,-3.131489,0.206857,-0.221766
3236		,1.617500,-3.144855,0.206020,-0.224052
3237		,1.618000,-3.144049,0.204298,-0.224857
3238		,1.618500,-3.114258,0.202253,-0.225887
3239		,1.619000,-2.996379,0.200369,-0.223859
3240		,1.619500,-2.914089,0.196924,-0.217388
3241		,1.620000,-3.130361,0.196537,-0.219352
3242		,1.620500,-3.147914,0.197020,-0.221927
3243		,1.621000,-3.162408,0.197745,-0.225114
3244		,1.621500,-3.142439,0.198727,-0.227593
3245		,1.622000,-3.085271,0.199951,-0.227786
3246		,1.622500,-2.908131,0.201496,-0.223344
3247		,1.623000,-3.053708,0.202655,-0.220736
3248		,1.623500,-3.159348,0.204281,-0.224020
3249		,1.624000,-3.158865,0.205312,-0.227014
3250		,1.624500,-3.167400,0.206310,-0.229653
3251		,1.625000,-3.144210,0.207067,-0.230523
3252		,1.625500,-3.051775,0.206954,-0.229653
3253		,1.626000,-2.892671,0.206439,-0.222636
3254		,1.626500,-3.088331,0.206181,-0.221734
3255		,1.627000,-3.129395,0.205086,-0.223472
3256		,1.627500,-3.140668,0.203863,-0.225179
3257		,1.628000,-3.142117,0.202623,-0.226788
3258		,1.628500,-3.113774,0.201029,-0.227078
3259		,1.629000,-2.993802,0.199017,-0.225018
3260		,1.629500,-2.911029,0.198196,-0.218676
3261		,1.630000,-3.125530,0.197359,-0.220189
3262		,1.630500,-3.148397,0.197375,-0.223408
3263		,1.631000,-3.162569,0.197842,-0.226016
3264		,1.631500,-3.142761,0.199838,-0.227303
3265		,1.632000,-3.083016,0.201158,-0.227722
3266		,1.632500,-2.907970,0.202317,-0.222764
3267		,1.633000,-3.054513,0.203541,-0.220285
3268		,1.633500,-3.158060,0.205135,-0.223569
3269		,1.634000,-3.156610,0.206648,-0.226016
3270		,1.634500,-3.167400,0.208065,-0.228688
3271		,1.635000,-3.142922,0.208934,-0.229525
3272		,1.635500,-3.047749,0.210110,-0.228076
3273		,1.636000,-2.890900,0.209772,-0.221026
3274		,1.636500,-3.094450,0.209466,-0.220157
3275		,1.637000,-3.133099,0.208194,-0.221509
3276		,1.637500,-3.143405,0.206101,-0.223827
3277		,1.638000,-3.143727,0.204459,-0.225597
3278		,1.638500,-3.114419,0.202833,-0.225275
3279		,1.639000,-2.988649,0.200289,-0.222764
3280		,1.639500,-2.947262,0.196682,-0.216519
3281		,1.640000,-3.129073,0.196763,-0.218257
3282		,1.640500,-3.147914,0.197198,-0.221412
3283		,1.641000,-3.160153,0.197954,-0.224213
3284		,1.641500,-3.140829,0.199162,-0.226112
3285		,1.642000,-3.080923,0.200949,-0.226402
3286		,1.642500,-2.907808,0.202446,-0.221058
3287		,1.643000,-3.067396,0.203525,-0.218772
3288		,1.643500,-3.161763,0.205103,-0.222185
3289		,1.644000,-3.159348,0.206246,-0.224889
3290		,1.644500,-3.166434,0.207099,-0.227754
3291		,1.645000,-3.143405,0.207711,-0.229299
3292		,1.645500,-3.047749,0.208419,-0.228108
3293		,1.646000,-2.890900,0.208242,-0.221380
3294		,1.646500,-3.092679,0.207357,-0.220543
3295		,1.647000,-3.129073,0.206600,-0.222217
3296		,1.647500,-3.145016,0.204620,-0.223988
3297		,1.648000,-3.144049,0.202462,-0.225694
3298		,1.648500,-3.112486,0.200611,-0.226531
3299		,1.649000,-2.985911,0.197922,-0.223698
3300		,1.649500,-2.960467,0.196698,-0.218257
3301		,1.650000,-3.131005,0.195201,-0.219481
3302		,1.650500,-3.146465,0.195378,-0.222475
3303		,1.651000,-3.159026,0.195958,-0.224857
3304		,1.651500,-3.141151,0.197198,-0.227014
3305		,1.652000,-3.077863,0.198872,-0.226917
3306		,1.652500,-2.907325,0.200820,-0.221283
3307		,1.653000,-3.070456,0.202317,-0.218901
3308		,1.653500,-3.157415,0.203637,-0.222764
3309		,1.654000,-3.158221,0.204909,-0.225468
3310		,1.654500,-3.164501,0.206085,-0.227979
3311		,1.655000,-3.138735,0.207035,-0.228913
3312		,1.655500,-3.041630,0.207840,-0.227078
3313		,1.656000,-2.889450,0.207904,-0.220028
3314		,1.656500,-3.097188,0.208065,-0.218483
3315		,1.657000,-3.131489,0.207147,-0.220865
3316		,1.657500,-3.146304,0.205827,-0.222796
3317		,1.658000,-3.144049,0.204378,-0.224503
3318		,1.658500,-3.111198,0.201738,-0.224631
3319		,1.659000,-2.979953,0.199854,-0.221573
3320		,1.659500,-3.008134,0.196827,-0.215585
3321		,1.660000,-3.135998,0.196344,-0.217066
3322		,1.660500,-3.148397,0.196425,-0.220253
3323		,1.661000,-3.159992,0.197230,-0.222732
3324		,1.661500,-3.141956,0.198164,-0.224728
3325		,1.662000,-3.077541,0.200079,-0.224953
3326		,1.662500,-2.908131,0.201480,-0.218933
3327		,1.663000,-3.084305,0.203026,-0.216938
3328		,1.663500,-3.159026,0.204603,-0.220414
3329		,1.664000,-3.159831,0.205891,-0.223151
3330		,1.664500,-3.165789,0.206793,-0.225726
3331		,1.665000,-3.140829,0.208065,-0.227496
3332		,1.665500,-3.042596,0.208661,-0.225855
3333		,1.666000,-2.888323,0.208773,-0.218547
3334		,1.666500,-3.094450,0.208661,-0.217807
3335		,1.667000,-3.132616,0.207679,-0.220318
3336		,1.667500,-3.143083,0.206503,-0.222249
3337		,1.668000,-3.142922,0.204974,-0.224696
3338		,1.668500,-3.108460,0.203074,-0.225694
3339		,1.669000,-2.975927,0.200063,-0.222378
3340		,1.669500,-3.026492,0.198486,-0.216938
3341		,1.670000,-3.133099,0.197471,-0.218451
3342		,1.670500,-3.148558,0.197294,-0.221541
3343		,1.671000,-3.159509,0.197487,-0.224245
3344		,1.671500,-3.140507,0.198260,-0.226531
3345		,1.672000,-3.076575,0.199484,-0.226627
3346		,1.672500,-2.905876,0.200804,-0.221219
3347		,1.673000,-3.088170,0.202140,-0.219288
3348		,1.673500,-3.160475,0.203525,-0.222475
3349		,1.674000,-3.158382,0.204378,-0.225275
3350		,1.674500,-3.163213,0.205682,-0.227915
3351		,1.675000,-3.141956,0.207067,-0.229589
3352		,1.675500,-3.039698,0.208677,-0.227947
3353		,1.676000,-2.886230,0.208306,-0.220318
3354		,1.676500,-3.093323,0.208419,-0.219770
3355		,1.677000,-3.131327,0.207518,-0.221541
3356		,1.677500,-3.144855,0.206213,-0.223666
3357		,1.678000,-3.141956,0.204668,-0.225082
3358		,1.678500,-3.109749,0.202752,-0.225501
3359		,1.679000,-2.975766,0.200047,-0.222732
3360		,1.679500,-3.054513,0.197487,-0.216712
3361		,1.680000,-3.135837,0.197455,-0.217935
3362		,1.680500,-3.149364,0.197793,-0.220897
3363		,1.681000,-3.159509,0.198695,-0.223247
3364		,1.681500,-3.140185,0.199516,-0.225372
3365		,1.682000,-3.074804,0.201255,-0.224889
3366		,1.682500,-2.905715,0.202720,-0.219738
3367		,1.683000,-3.090585,0.203943,-0.217292
3368		,1.683500,-3.162086,0.205618,-0.220736
3369		,1.684000,-3.162569,0.206906,-0.223344
3370		,1.684500,-3.163696,0.208145,-0.225887
3371		,1.685000,-3.141312,0.209047,-0.227271
3372		,1.685500,-3.035994,0.209997,-0.225823
3373		,1.686000,-2.884941,0.210222,-0.218322
3374		,1.686500,-3.093806,0.209482,-0.217646
3375		,1.687000,-3.131650,0.208596,-0.219738
3376		,1.687500,-3.145499,0.207083,-0.221799
3377		,1.688000,-3.143405,0.205167,-0.223988
3378		,1.688500,-3.110232,0.203138,-0.224181
3379		,1.689000,-2.969485,0.200595,-0.221670
3380		,1.689500,-3.061115,0.198985,-0.215585
3381		,1.690000,-3.137769,0.197874,-0.217292
3382		,1.690500,-3.149203,0.197986,-0.220028
3383		,1.691000,-3.158865,0.198131,-0.223183
3384		,1.691500,-3.137769,0.199435,-0.225243
3385		,1.692000,-3.071261,0.200240,-0.225082
3386		,1.692500,-2.904749,0.201738,-0.220157
3387		,1.693000,-3.095416,0.202672,-0.217903
3388		,1.693500,-3.160314,0.203879,-0.221058
3389		,1.694000,-3.159348,0.204797,-0.224181
3390		,1.694500,-3.163696,0.206165,-0.226949
3391		,1.695000,-3.138091,0.207099,-0.228784
3392		,1.695500,-3.033578,0.207340,-0.226788
3393		,1.696000,-2.884136,0.207260,-0.219352
3394		,1.696500,-3.093806,0.207389,-0.218676
3395		,1.697000,-3.132455,0.205924,-0.220929
3396		,1.697500,-3.146465,0.204861,-0.223022
3397		,1.698000,-3.144210,0.203412,-0.224728
3398		,1.698500,-3.108782,0.202011,-0.225179
3399		,1.699000,-2.964171,0.199403,-0.222378
3400		,1.699500,-3.056284,0.197326,-0.217066
3401		,1.700000,-3.138735,0.196715,-0.218644
3402		,1.700500,-3.150491,0.196908,-0.221316
3403		,1.701000,-3.159831,0.197471,-0.223891
3404		,1.701500,-3.140346,0.198598,-0.225436
3405		,1.702000,-3.072710,0.200192,-0.225146
3406		,1.702500,-2.903460,0.201915,-0.219706
3407		,1.703000,-3.091068,0.203847,-0.217775
3408		,1.703500,-3.160958,0.205634,-0.221026
3409		,1.704000,-3.160153,0.206906,-0.223312
3410		,1.704500,-3.164018,0.208065,-0.225694
3411		,1.705000,-3.138896,0.209369,-0.226981
3412		,1.705500,-3.031968,0.209643,-0.224953
3413		,1.706000,-2.883653,0.208999,-0.217710
3414		,1.706500,-3.091390,0.208693,-0.217034
3415		,1.707000,-3.131489,0.208162,-0.219448
3416		,1.707500,-3.146304,0.206230,-0.221090
3417		,1.708000,-3.142922,0.204491,-0.222507
3418		,1.708500,-3.109104,0.202060,-0.222281
