Nr		,t`s,Ch 00`V,Ch 01`V,Ch 02`V
1644		,0.821500,-3.144694,0.195652,-0.290818
1645		,0.822000,-3.131972,0.196393,-0.292782
1646		,0.822500,-3.088653,0.197681,-0.293587
1647		,0.823000,-2.928099,0.199596,-0.289724
1648		,0.823500,-2.992192,0.201432,-0.285313
1649		,0.824000,-3.138735,0.203316,-0.288243
1650		,0.824500,-3.144210,0.204909,-0.291365
1651		,0.825000,-3.154356,0.206664,-0.293490
1652		,0.825500,-3.136320,0.208001,-0.295293
1653		,0.826000,-3.065302,0.208065,-0.294713
1654		,0.826500,-2.889289,0.208242,-0.288983
1655		,0.827000,-3.025365,0.207920,-0.285539
1656		,0.827500,-3.114580,0.207501,-0.287374
1657		,0.828000,-3.122793,0.207083,-0.288919
1658		,0.828500,-3.127946,0.205231,-0.291333
1659		,0.829000,-3.105723,0.203734,-0.291591
1660		,0.829500,-3.020534,0.201206,-0.289305
1661		,0.830000,-2.859336,0.199097,-0.282255
1662		,0.830500,-3.099281,0.198808,-0.282480
1663		,0.831000,-3.129395,0.198357,-0.285635
1664		,0.831500,-3.146143,0.198244,-0.288436
1665		,0.832000,-3.130683,0.199532,-0.290400
1666		,0.832500,-3.087525,0.200240,-0.291237
1667		,0.833000,-2.926489,0.201174,-0.287599
1668		,0.833500,-2.989937,0.202189,-0.282867
1669		,0.834000,-3.141956,0.203927,-0.285024
1670		,0.834500,-3.142922,0.205392,-0.288307
1671		,0.835000,-3.154517,0.206471,-0.290850
1672		,0.835500,-3.136642,0.207308,-0.292106
1673		,0.836000,-3.064658,0.207904,-0.292363
1674		,0.836500,-2.889128,0.208129,-0.286343
1675		,0.837000,-3.034222,0.208017,-0.282577
1676		,0.837500,-3.116351,0.207711,-0.285024
1677		,0.838000,-3.123759,0.206616,-0.286923
1678		,0.838500,-3.131811,0.205328,-0.288661
1679		,0.839000,-3.107011,0.202833,-0.289047
1680		,0.839500,-3.019407,0.199951,-0.287470
1681		,0.840000,-2.857243,0.196763,-0.280581
1682		,0.840500,-3.100569,0.195684,-0.280839
1683		,0.841000,-3.129556,0.195604,-0.284219
1684		,0.841500,-3.145821,0.196232,-0.287277
1685		,0.842000,-3.130200,0.197246,-0.289884
1686		,0.842500,-3.086559,0.198502,-0.289659
1687		,0.843000,-2.920852,0.199951,-0.286279
1688		,0.843500,-2.984623,0.201110,-0.281901
1689		,0.844000,-3.140829,0.202607,-0.284637
1690		,0.844500,-3.145177,0.204587,-0.287792
1691		,0.845000,-3.153551,0.204636,-0.290335
1692		,0.845500,-3.137125,0.205441,-0.292395
1693		,0.846000,-3.064658,0.205940,-0.291398
1694		,0.846500,-2.888484,0.205199,-0.285603
1695		,0.847000,-3.045495,0.205054,-0.281836
1696		,0.847500,-3.113291,0.204684,-0.284090
1697		,0.848000,-3.124242,0.203332,-0.286311
1698		,0.848500,-3.131650,0.201818,-0.287663
1699		,0.849000,-3.107977,0.199435,-0.288597
1700		,0.849500,-3.018763,0.196956,-0.286472
1701		,0.850000,-2.858048,0.195137,-0.279519
1702		,0.850500,-3.103468,0.194525,-0.280227
1703		,0.851000,-3.129234,0.195201,-0.283285
1704		,0.851500,-3.143566,0.196344,-0.285635
1705		,0.852000,-3.131650,0.197407,-0.287856
1706		,0.852500,-3.086076,0.198630,-0.287953
1707		,0.853000,-2.915216,0.200305,-0.284895
1708		,0.853500,-2.986394,0.201464,-0.280002
1709		,0.854000,-3.140990,0.202977,-0.283317
1710		,0.854500,-3.145660,0.204378,-0.286311
1711		,0.855000,-3.154517,0.205586,-0.288758
1712		,0.855500,-3.134065,0.206246,-0.289852
1713		,0.856000,-3.061115,0.207276,-0.289273
1714		,0.856500,-2.888323,0.207421,-0.283317
1715		,0.857000,-3.057412,0.206857,-0.280066
1716		,0.857500,-3.117800,0.206246,-0.281965
1717		,0.858000,-3.128429,0.205747,-0.283832
1718		,0.858500,-3.133582,0.204169,-0.285088
1719		,0.859000,-3.107977,0.202205,-0.286182
1720		,0.859500,-3.013610,0.199999,-0.284283
1721		,0.860000,-2.863362,0.196586,-0.276718
1722		,0.860500,-3.106206,0.195684,-0.277555
1723		,0.861000,-3.131811,0.195620,-0.280291
1724		,0.861500,-3.145016,0.195781,-0.283543
1725		,0.862000,-3.133743,0.196747,-0.285410
1726		,0.862500,-3.086559,0.198308,-0.285989
1727		,0.863000,-2.914733,0.200176,-0.281708
1728		,0.863500,-3.016669,0.201706,-0.277813
1729		,0.864000,-3.144049,0.203219,-0.279680
1730		,0.864500,-3.145338,0.204491,-0.283317
1731		,0.865000,-3.157093,0.205763,-0.285764
1732		,0.865500,-3.137608,0.206890,-0.287567
1733		,0.866000,-3.062082,0.207437,-0.286891
1734		,0.866500,-2.888484,0.207501,-0.280581
1735		,0.867000,-3.062404,0.207067,-0.278328
1736		,0.867500,-3.115868,0.206552,-0.280227
1737		,0.868000,-3.125208,0.205441,-0.281965
1738		,0.868500,-3.131005,0.204298,-0.283832
1739		,0.869000,-3.105562,0.202639,-0.283832
1740		,0.869500,-3.013126,0.200257,-0.281997
1741		,0.870000,-2.877856,0.198904,-0.275752
1742		,0.870500,-3.105723,0.197874,-0.277362
1743		,0.871000,-3.132294,0.197552,-0.280291
1744		,0.871500,-3.144855,0.198212,-0.283446
1745		,0.872000,-3.135837,0.199178,-0.286150
1746		,0.872500,-3.084949,0.199838,-0.286118
1747		,0.873000,-2.908453,0.201013,-0.282223
1748		,0.873500,-3.020373,0.202044,-0.277973
1749		,0.874000,-3.148075,0.202768,-0.281032
1750		,0.874500,-3.144533,0.203798,-0.284154
1751		,0.875000,-3.153390,0.204523,-0.286537
1752		,0.875500,-3.136320,0.205312,-0.288887
1753		,0.876000,-3.058056,0.206857,-0.287631
1754		,0.876500,-2.886552,0.206423,-0.281547
1755		,0.877000,-3.065947,0.206423,-0.277909
1756		,0.877500,-3.118122,0.205586,-0.279905
1757		,0.878000,-3.128590,0.203766,-0.282030
1758		,0.878500,-3.131005,0.202430,-0.283897
1759		,0.879000,-3.107011,0.201062,-0.284991
1760		,0.879500,-3.007812,0.198775,-0.283028
1761		,0.880000,-2.956119,0.195233,-0.276010
1762		,0.880500,-3.109749,0.195411,-0.276654
1763		,0.881000,-3.132455,0.196054,-0.278971
1764		,0.881500,-3.143566,0.196779,-0.282352
1765		,0.882000,-3.131811,0.198003,-0.284702
1766		,0.882500,-3.081889,0.199935,-0.285088
1767		,0.883000,-2.906681,0.201641,-0.280774
1768		,0.883500,-3.044045,0.202688,-0.276686
1769		,0.884000,-3.147270,0.204684,-0.279873
1770		,0.884500,-3.148236,0.206165,-0.282706
1771		,0.885000,-3.154356,0.207453,-0.285056
1772		,0.885500,-3.137447,0.208339,-0.286408
1773		,0.886000,-3.057412,0.209079,-0.285635
1774		,0.886500,-2.886713,0.209755,-0.279519
1775		,0.887000,-3.062404,0.208645,-0.276589
1776		,0.887500,-3.115868,0.208129,-0.278360
1777		,0.888000,-3.127302,0.207292,-0.280388
1778		,0.888500,-3.132133,0.205682,-0.281965
1779		,0.889000,-3.105078,0.203187,-0.282416
1780		,0.889500,-3.005880,0.200659,-0.280323
1781		,0.890000,-3.010228,0.199452,-0.273789
1782		,0.890500,-3.115063,0.197664,-0.274271
1783		,0.891000,-3.133099,0.198180,-0.277265
1784		,0.891500,-3.139540,0.198727,-0.280291
1785		,0.892000,-3.128107,0.199983,-0.282062
1786		,0.892500,-3.077219,0.201062,-0.282255
1787		,0.893000,-2.901850,0.202446,-0.277426
1788		,0.893500,-3.047266,0.203557,-0.273273
1789		,0.894000,-3.147753,0.204797,-0.276686
1790		,0.894500,-3.145499,0.206213,-0.279776
1791		,0.895000,-3.153551,0.207518,-0.282899
1792		,0.895500,-3.133743,0.207823,-0.284541
1793		,0.896000,-3.055157,0.208677,-0.283704
1794		,0.896500,-2.887679,0.208451,-0.277619
1795		,0.897000,-3.060954,0.207968,-0.274947
1796		,0.897500,-3.116834,0.207018,-0.276654
1797		,0.898000,-3.128912,0.205779,-0.278489
1798		,0.898500,-3.132938,0.203847,-0.280259
1799		,0.899000,-3.106528,0.201335,-0.281225
1800		,0.899500,-3.004108,0.198952,-0.279293
1801		,0.900000,-3.069972,0.195282,-0.273080
1802		,0.900500,-3.117317,0.194815,-0.273789
1803		,0.901000,-3.132938,0.194944,-0.277104
1804		,0.901500,-3.144210,0.195636,-0.279454
1805		,0.902000,-3.131972,0.196586,-0.281643
1806		,0.902500,-3.083500,0.198051,-0.281901
1807		,0.903000,-2.899596,0.199419,-0.277619
1808		,0.903500,-3.059827,0.200836,-0.274078
1809		,0.904000,-3.149042,0.202800,-0.277330
1810		,0.904500,-3.147431,0.203992,-0.280710
1811		,0.905000,-3.152101,0.205215,-0.283092
1812		,0.905500,-3.133582,0.205924,-0.284734
1813		,0.906000,-3.054191,0.206101,-0.283671
1814		,0.906500,-2.885908,0.206117,-0.276139
1815		,0.907000,-3.056284,0.206004,-0.274593
1816		,0.907500,-3.117478,0.205827,-0.276750
1817		,0.908000,-3.128590,0.205022,-0.278939
1818		,0.908500,-3.132133,0.203815,-0.279873
1819		,0.909000,-3.104273,0.202092,-0.280678
1820		,0.909500,-2.997989,0.199983,-0.278939
1821		,0.910000,-3.085432,0.198164,-0.272050
1822		,0.910500,-3.116512,0.197487,-0.273273
1823		,0.911000,-3.132616,0.197407,-0.275849
1824		,0.911500,-3.144049,0.197729,-0.278199
1825		,0.912000,-3.130844,0.198872,-0.280484
1826		,0.912500,-3.079474,0.200208,-0.280356
1827		,0.913000,-2.899112,0.201190,-0.276042
1828		,0.913500,-3.066913,0.202269,-0.272726
1829		,0.914000,-3.149042,0.204104,-0.275559
1830		,0.914500,-3.148881,0.205457,-0.278682
1831		,0.915000,-3.150974,0.206664,-0.280549
1832		,0.915500,-3.133582,0.207324,-0.282094
1833		,0.916000,-3.050326,0.208145,-0.281225
1834		,0.916500,-2.885263,0.208516,-0.274754
1835		,0.917000,-3.058861,0.208097,-0.271825
1836		,0.917500,-3.118767,0.206906,-0.274046
1837		,0.918000,-3.131811,0.205425,-0.276106
1838		,0.918500,-3.131650,0.203702,-0.277330
1839		,0.919000,-3.104112,0.201915,-0.278167
1840		,0.919500,-2.995734,0.199355,-0.275495
1841		,0.920000,-3.070778,0.197262,-0.269056
1842		,0.920500,-3.119089,0.195121,-0.270054
1843		,0.921000,-3.134709,0.195169,-0.272919
1844		,0.921500,-3.147592,0.195813,-0.275237
1845		,0.922000,-3.132455,0.197069,-0.277394
1846		,0.922500,-3.077702,0.199049,-0.277201
1847		,0.923000,-2.899274,0.200611,-0.273402
1848		,0.923500,-3.051936,0.202205,-0.269732
1849		,0.924000,-3.148075,0.204233,-0.273048
1850		,0.924500,-3.149525,0.205537,-0.274239
1851		,0.925000,-3.155000,0.207051,-0.278424
1852		,0.925500,-3.136642,0.207936,-0.280098
1853		,0.926000,-3.049360,0.208677,-0.279583
1854		,0.926500,-2.883975,0.208242,-0.272984
1855		,0.927000,-3.054030,0.207856,-0.271535
1856		,0.927500,-3.117156,0.206648,-0.273499
1857		,0.928000,-3.128429,0.205425,-0.275623
1858		,0.928500,-3.129878,0.203557,-0.277523
1859		,0.929000,-3.103307,0.201367,-0.277877
1860		,0.929500,-2.994768,0.198872,-0.276042
1861		,0.930000,-3.066269,0.196119,-0.269507
1862		,0.930500,-3.120699,0.195974,-0.270569
1863		,0.931000,-3.135514,0.195668,-0.273241
1864		,0.931500,-3.148719,0.196232,-0.275495
1865		,0.932000,-3.129234,0.197053,-0.277587
1866		,0.932500,-3.073837,0.197874,-0.278134
1867		,0.933000,-2.899112,0.199452,-0.273370
1868		,0.933500,-3.052741,0.200321,-0.270408
1869		,0.934000,-3.150169,0.201577,-0.272887
1870		,0.934500,-3.145016,0.203155,-0.275978
1871		,0.935000,-3.152262,0.204829,-0.278521
1872		,0.935500,-3.133904,0.206246,-0.280066
1873		,0.936000,-3.044207,0.206632,-0.279229
1874		,0.936500,-2.884136,0.207018,-0.272630
1875		,0.937000,-3.059988,0.206680,-0.270086
1876		,0.937500,-3.120216,0.206181,-0.272919
1877		,0.938000,-3.130844,0.205070,-0.274465
1878		,0.938500,-3.131005,0.203927,-0.276203
1879		,0.939000,-3.105723,0.202253,-0.276299
1880		,0.939500,-2.988166,0.199532,-0.273885
1881		,0.940000,-2.990259,0.197375,-0.267189
1882		,0.940500,-3.119250,0.196199,-0.269153
1883		,0.941000,-3.136803,0.196859,-0.271986
1884		,0.941500,-3.151135,0.197793,-0.274690
1885		,0.942000,-3.132133,0.198824,-0.276847
1886		,0.942500,-3.076575,0.200804,-0.276718
1887		,0.943000,-2.899596,0.202269,-0.271342
1888		,0.943500,-3.042274,0.204298,-0.268219
1889		,0.944000,-3.150652,0.205666,-0.271535
1890		,0.944500,-3.148075,0.206535,-0.274947
1891		,0.945000,-3.155805,0.207453,-0.276718
1892		,0.945500,-3.133421,0.207872,-0.278585
1893		,0.946000,-3.043240,0.208580,-0.277394
1894		,0.946500,-2.883170,0.208210,-0.270408
1895		,0.947000,-3.065624,0.208129,-0.267962
1896		,0.947500,-3.118283,0.207582,-0.270054
1897		,0.948000,-3.131811,0.206503,-0.271954
1898		,0.948500,-3.132133,0.204555,-0.273145
1899		,0.949000,-3.102341,0.202511,-0.274497
1900		,0.949500,-2.984462,0.200321,-0.271954
1901		,0.950000,-2.964493,0.197681,-0.265354
1902		,0.950500,-3.120216,0.198244,-0.267028
1903		,0.951000,-3.135837,0.198003,-0.269765
1904		,0.951500,-3.149525,0.198936,-0.272919
1905		,0.952000,-3.129556,0.199580,-0.274497
1906		,0.952500,-3.075448,0.200595,-0.274336
1907		,0.953000,-2.897341,0.201722,-0.269765
1908		,0.953500,-3.039859,0.202559,-0.266771
1909		,0.954000,-3.148558,0.204233,-0.270441
1910		,0.954500,-3.148397,0.205022,-0.273885
1911		,0.955000,-3.155805,0.205908,-0.276010
1912		,0.955500,-3.133260,0.206825,-0.277909
1913		,0.956000,-3.040986,0.207260,-0.276654
1914		,0.956500,-2.883170,0.206954,-0.269732
1915		,0.957000,-3.068845,0.206455,-0.268091
1916		,0.957500,-3.119089,0.205376,-0.270086
1917		,0.958000,-3.134548,0.204056,-0.271954
1918		,0.958500,-3.134387,0.201834,-0.273273
1919		,0.959000,-3.102180,0.199435,-0.274175
1920		,0.959500,-2.981885,0.196876,-0.271471
1921		,0.960000,-2.911351,0.193752,-0.265097
1922		,0.960500,-3.121021,0.192802,-0.266578
1923		,0.961000,-3.136159,0.193253,-0.269765
1924		,0.961500,-3.150652,0.194187,-0.271793
1925		,0.962000,-3.132616,0.195282,-0.273853
1926		,0.962500,-3.071422,0.196876,-0.274207
1927		,0.963000,-2.899435,0.199017,-0.269282
1928		,0.963500,-3.037121,0.200949,-0.266127
1929		,0.964000,-3.148881,0.202881,-0.268863
1930		,0.964500,-3.148881,0.204491,-0.272211
1931		,0.965000,-3.156127,0.205521,-0.275398
1932		,0.965500,-3.133904,0.206696,-0.276364
1933		,0.966000,-3.038892,0.207437,-0.275430
1934		,0.966500,-2.882526,0.207292,-0.267897
1935		,0.967000,-3.077219,0.206809,-0.266513
1936		,0.967500,-3.121504,0.206197,-0.268187
1937		,0.968000,-3.134387,0.205038,-0.270119
1938		,0.968500,-3.131811,0.203911,-0.271535
1939		,0.969000,-3.100892,0.201818,-0.272275
1940		,0.969500,-2.976088,0.199242,-0.269829
1941		,0.970000,-2.899918,0.197584,-0.262682
1942		,0.970500,-3.120377,0.196940,-0.264517
1943		,0.971000,-3.135192,0.197600,-0.267189
1944		,0.971500,-3.149686,0.198260,-0.269732
1945		,0.972000,-3.131811,0.199146,-0.271535
1946		,0.972500,-3.071422,0.199806,-0.270988
1947		,0.973000,-2.897019,0.200884,-0.266159
1948		,0.973500,-3.039698,0.202044,-0.263648
1949		,0.974000,-3.150974,0.203541,-0.267157
1950		,0.974500,-3.147753,0.205022,-0.269861
1951		,0.975000,-3.154195,0.206358,-0.272469
1952		,0.975500,-3.134065,0.206986,-0.273177
1953		,0.976000,-3.037443,0.207566,-0.271921
1954		,0.976500,-2.878339,0.207598,-0.265161
1955		,0.977000,-3.081084,0.207566,-0.263777
1956		,0.977500,-3.121182,0.206326,-0.265966
1957		,0.978000,-3.134548,0.205022,-0.268123
1958		,0.978500,-3.133743,0.203380,-0.270086
1959		,0.979000,-3.101536,0.201738,-0.270247
1960		,0.979500,-2.974317,0.198936,-0.267189
1961		,0.980000,-2.909902,0.195990,-0.260590
1962		,0.980500,-3.124081,0.195813,-0.262618
1963		,0.981000,-3.138896,0.196151,-0.266384
1964		,0.981500,-3.150330,0.197520,-0.269829
1965		,0.982000,-3.131972,0.198743,-0.271921
1966		,0.982500,-3.072227,0.200224,-0.271954
1967		,0.983000,-2.898468,0.201384,-0.267447
1968		,0.983500,-3.055479,0.202784,-0.264678
1969		,0.984000,-3.150008,0.204088,-0.267833
1970		,0.984500,-3.150491,0.204925,-0.270602
1971		,0.985000,-3.157254,0.205457,-0.273531
1972		,0.985500,-3.133260,0.206117,-0.274368
1973		,0.986000,-3.035027,0.206519,-0.273048
1974		,0.986500,-2.878983,0.206519,-0.266513
1975		,0.987000,-3.083500,0.206391,-0.264839
1976		,0.987500,-3.118606,0.206004,-0.266545
1977		,0.988000,-3.131166,0.204507,-0.269088
1978		,0.988500,-3.132294,0.202704,-0.270376
1979		,0.989000,-3.099442,0.200579,-0.270988
1980		,0.989500,-2.969485,0.198614,-0.268702
1981		,0.990000,-2.918276,0.197632,-0.262071
1982		,0.990500,-3.122954,0.196924,-0.263970
1983		,0.991000,-3.138413,0.197230,-0.267093
1984		,0.991500,-3.149525,0.198598,-0.268863
1985		,0.992000,-3.128268,0.199629,-0.271374
1986		,0.992500,-3.067718,0.200756,-0.271406
1987		,0.993000,-2.896375,0.202108,-0.266030
1988		,0.993500,-3.055479,0.203444,-0.263455
1989		,0.994000,-3.151618,0.205135,-0.266867
1990		,0.994500,-3.147753,0.206230,-0.269829
1991		,0.995000,-3.156288,0.207405,-0.272308
1992		,0.995500,-3.131005,0.208628,-0.273016
1993		,0.996000,-3.031324,0.209401,-0.271471
1994		,0.996500,-2.878017,0.209272,-0.264163
1995		,0.997000,-3.092840,0.208950,-0.263391
1996		,0.997500,-3.123598,0.208210,-0.265225
1997		,0.998000,-3.135837,0.206793,-0.267060
1998		,0.998500,-3.134548,0.205183,-0.268573
1999		,0.999000,-3.103307,0.202913,-0.268863
2000		,0.999500,-2.966426,0.199999,-0.265612
2001		,1.000000,-2.973189,0.196892,-0.260043
2002		,1.000500,-3.124403,0.196071,-0.261523
2003		,1.001000,-3.138413,0.197053,-0.264292
2004		,1.001500,-3.149364,0.198051,-0.267415
2005		,1.002000,-3.130683,0.199548,-0.268670
2006		,1.002500,-3.065141,0.201206,-0.268863
2007		,1.003000,-2.897663,0.202092,-0.263230
2008		,1.003500,-3.071905,0.203815,-0.260847
2009		,1.004000,-3.153390,0.205457,-0.264356
2010		,1.004500,-3.150330,0.206954,-0.267543
2011		,1.005000,-3.154356,0.207646,-0.270344
2012		,1.005500,-3.131327,0.208564,-0.271696
2013		,1.006000,-3.031807,0.208934,-0.270086
2014		,1.006500,-2.877212,0.208757,-0.263069
2015		,1.007000,-3.086720,0.208081,-0.261910
2016		,1.007500,-3.121665,0.206857,-0.264067
2017		,1.008000,-3.135353,0.205666,-0.265451
2018		,1.008500,-3.132294,0.203525,-0.267608
2019		,1.009000,-3.099603,0.201287,-0.268445
2020		,1.009500,-2.964493,0.198985,-0.265354
2021		,1.010000,-2.990581,0.197503,-0.259334
2022		,1.010500,-3.126174,0.195910,-0.261942
2023		,1.011000,-3.136481,0.196376,-0.264227
2024		,1.011500,-3.148719,0.197310,-0.267125
2025		,1.012000,-3.127624,0.198469,-0.268638
2026		,1.012500,-3.064980,0.199194,-0.268734
2027		,1.013000,-2.896053,0.200466,-0.263551
2028		,1.013500,-3.076575,0.201448,-0.262006
2029		,1.014000,-3.150813,0.203138,-0.265161
2030		,1.014500,-3.149525,0.204185,-0.268509
2031		,1.015000,-3.152101,0.205296,-0.270537
2032		,1.015500,-3.129234,0.205891,-0.271149
2033		,1.016000,-3.024882,0.206294,-0.269861
2034		,1.016500,-2.877695,0.206680,-0.262586
2035		,1.017000,-3.087848,0.207083,-0.262135
2036		,1.017500,-3.121343,0.206568,-0.264421
2037		,1.018000,-3.138091,0.205457,-0.266127
2038		,1.018500,-3.131811,0.204249,-0.268123
2039		,1.019000,-3.099603,0.201867,-0.267801
2040		,1.019500,-2.958535,0.199500,-0.264871
2041		,1.020000,-3.033739,0.196602,-0.259270
2042		,1.020500,-3.126657,0.195668,-0.260525
2043		,1.021000,-3.138413,0.195282,-0.263906
2044		,1.021500,-3.149686,0.196698,-0.266288
2045		,1.022000,-3.129395,0.198019,-0.267897
2046		,1.022500,-3.063531,0.199870,-0.267672
2047		,1.023000,-2.896375,0.201432,-0.261845
2048		,1.023500,-3.084466,0.203283,-0.259914
2049		,1.024000,-3.152101,0.204845,-0.263069
2050		,1.024500,-3.151135,0.206358,-0.265901
2051		,1.025000,-3.156771,0.207518,-0.268573
2052		,1.025500,-3.131650,0.208677,-0.269700
2053		,1.026000,-3.026654,0.209063,-0.267801
2054		,1.026500,-2.875118,0.208387,-0.260300
2055		,1.027000,-3.085915,0.208178,-0.259849
2056		,1.027500,-3.120699,0.207276,-0.262199
2057		,1.028000,-3.133260,0.206036,-0.263423
2058		,1.028500,-3.129878,0.203863,-0.264936
2059		,1.029000,-3.098798,0.201577,-0.265032
2060		,1.029500,-2.953865,0.198437,-0.261717
2061		,1.030000,-3.046783,0.197165,-0.256147
2062		,1.030500,-3.126335,0.196988,-0.257564
2063		,1.031000,-3.138735,0.197069,-0.260300
2064		,1.031500,-3.150652,0.197729,-0.263455
2065		,1.032000,-3.127141,0.199242,-0.265097
2066		,1.032500,-3.062082,0.200804,-0.265193
2067		,1.033000,-2.896536,0.201706,-0.259302
2068		,1.033500,-3.086559,0.203364,-0.257789
2069		,1.034000,-3.154034,0.204942,-0.261298
2070		,1.034500,-3.149203,0.205891,-0.264582
2071		,1.035000,-3.153229,0.206922,-0.267060
2072		,1.035500,-3.130361,0.207501,-0.269121
2073		,1.036000,-3.020051,0.207856,-0.267415
2074		,1.036500,-2.875601,0.207662,-0.260043
2075		,1.037000,-3.084466,0.207212,-0.259624
2076		,1.037500,-3.120860,0.206455,-0.261749
2077		,1.038000,-3.135514,0.204764,-0.263906
2078		,1.038500,-3.132294,0.202688,-0.265547
2079		,1.039000,-3.100730,0.200208,-0.265225
2080		,1.039500,-2.953865,0.197359,-0.262393
2081		,1.040000,-3.053386,0.194750,-0.256630
2082		,1.040500,-3.123920,0.193833,-0.259270
2083		,1.041000,-3.140507,0.194090,-0.261620
2084		,1.041500,-3.150169,0.194396,-0.265129
2085		,1.042000,-3.128107,0.195926,-0.265451
